x,y,"f(x,y)"
46,14,6532.007654508607
46,15,6394.001134008607
46,16,6255.883652497136
46,17,6117.953528831652
46,18,5979.9910336992625
46,19,5842.016442001935
46,20,5704.102882012849
46,21,5566.010142882676
46,22,5428.008004972446
46,23,5290.157231900874
46,24,5151.97034732638
46,25,5014.0162361035555
46,26,4875.937843890158
46,27,4737.940289918132
46,28,4600.046558767094
46,29,4462.174262713166
46,30,4323.9588358139
46,31,4185.999025820531
46,32,4048.000974113877
46,33,3909.9259912710145
46,34,3771.9061312108015
46,35,3634.0216402560163
46,36,3495.960319912954
46,37,3357.9470186836807
46,38,3220.1137341927156
46,39,3081.997346376443
46,40,2944.1228712776538
46,41,2805.946532975535
46,42,2668.0864315759263
46,43,2530.031625426565
46,44,2392.0071947238757
46,45,2253.9940742279205
46,46,2116.122081665761
46,47,1978.0674987218345
46,48,1840.0069199286413
46,49,1701.93476693334
47,1,8694.970134531495
47,2,8553.93758906341
47,3,8413.023358785218
47,4,8271.955009013423
47,5,8130.930028874362
47,6,7990.008596422758
47,7,7848.946205272478
47,8,7708.026790333411
47,9,7567.035745763289
47,10,7425.84219455649
47,11,7284.862269664631
47,12,7143.817080387525
47,13,7003.1697317651
47,14,6862.010653383985
47,15,6720.958283034393
47,16,6579.835021555909
47,17,6438.997843489776
47,18,6298.030712237713
47,19,6156.9597136814
47,20,6016.03833942086
47,21,5874.865407010376
47,22,5734.10549456034
47,23,5592.829982399581
47,24,5452.095921999407
47,25,5311.116746705237
47,26,5169.845319847061
47,27,5029.003870106532
47,28,4888.047523703055
47,29,4746.950379053384
47,30,4606.009881199664
47,31,4465.031524570094
47,32,4324.115541465737
47,33,4182.9065439942615
47,34,4041.8458933106326
47,35,3900.975736097311
47,36,3760.0305632788754
47,37,3618.8685050247245
47,38,3477.9832699634585
47,39,3337.086221475618
47,40,3196.021669442145
47,41,3055.1649705733466
47,42,2914.1244443708483
47,43,2772.9289908296414
47,44,2631.9335695461655
47,45,2491.0961887457843
47,46,2349.9653786992158
47,47,2209.0201973603375
47,48,2067.949161886342
47,49,1927.0516366768652
48,1,9072.047617420878
48,2,8927.95875153264
48,3,8783.946937908697
48,4,8640.00635776482
48,5,8495.944535495415
48,6,8351.944773562025
48,7,8208.06592137635
48,8,8064.095110330098
48,9,7920.000694504608
48,10,7775.8664578888465
48,11,7631.927822553289
48,12,7488.024410168258
48,13,7344.00002749829
48,14,7199.912303630262
48,15,7056.060022807239
48,16,6912.156386271874
48,17,6767.928786934782
48,18,6623.949084302309
48,19,6479.963174201944
48,20,6335.980587319447
48,21,6191.985932837136
48,22,6047.987307579598
48,23,5904.006203623779
48,24,5760.1558010142035
48,25,5616.135676778066
48,26,5472.009639628144
48,27,5327.793414494731
48,28,5183.95642032083
48,29,5040.091240225924
48,30,4896.029550475602
48,31,4751.983462625645
48,32,4607.870695090595
48,33,4464.273741694561
48,34,4320.0500018044495
48,35,4175.9641297195885
48,36,4032.0165538458205
48,37,3888.0317664544496
48,38,3744.015484599268
48,39,3600.0221227538573
48,40,3455.951035403339
48,41,3311.9635665282767
48,42,3167.968687247643
48,43,3024.20033660313
48,44,2879.98206650731
48,45,2736.023855904795
48,46,2592.1037653772537
48,47,2448.0785070393126
48,48,2304.003429263248
48,49,2159.9926521026523
49,1,9457.107928645783
49,2,9310.010503389225
49,3,9162.860874241765
49,4,9015.922772141872
49,5,8868.851583958813
49,6,8722.067106853976
49,7,8574.8804890108
49,8,8427.894867277417
49,9,8281.15821263652
49,10,8133.916791987716
49,11,7986.869552629322
49,12,7839.920677792861
49,13,7692.858338543136
49,14,7546.096493117681
49,15,7399.018884742906
49,16,7252.056487583902
49,17,7105.114889932274
49,18,6957.91770031332
49,19,6810.994050353623
49,20,6663.907528552736
49,21,6517.17221921962
49,22,6370.000221995334
49,23,6222.94744410969
49,24,6075.917633113762
49,25,5928.854149167189
49,26,5782.047526533588
49,27,5634.830699676682
49,28,5488.048735495911
49,29,5341.106752130779
49,30,5194.151955724513
49,31,5047.154381538351
49,32,4900.1361619981635
49,33,4753.019307562179
49,34,4605.969085655845
49,35,4458.928389998684
49,36,4311.950673002553
49,37,4165.012100053533
49,38,4017.8681202828134
49,39,3870.9479102158703
49,40,3724.0944136909097
49,41,3576.984373185466
49,42,3430.005552923419
49,43,3283.2463672817335
49,44,3135.9246305111938
49,45,2988.91917899604
49,46,2842.056821706839
49,47,2695.1687905041495
49,48,2548.071948334342
49,49,2401.077940706283
